Resultats per municipi - 2017

;;;;;;;;;;;;;;;;Ciutadans-Partido de la Ciudadanía (C's);;Junts per Catalunya (JUNTSxCAT);;Esquerra Republicana-Catalunya Sí (ERC-CatSí);;Partit dels Socialistes de Catalunya (PSC-PSOE) (PSC);;Catalunya en Comú-Podem (CatComú-Podem);;Candidatura d'Unitat Popular (CUP);;Partit Popular / Partido Popular (PP);;Partit Animalista contra el Maltractament Animal (PACMA);;Recortes Cero-Grupo Verde (RECORTES CERO-GRUPO VERDE);;Per un Món Més Just (PU M+J);;Diàleg Republicà (Candidatura retirada) (DIÀLEG (C. RETIRADA));;
Codi circumscripció;Codi municipi;Nom municipi;Cens electoral;Votants;% votants;Abstenció;% abstenció;Vots nuls;% vots nuls;Vots en blanc;% vots en blanc; Vots a candidatures;% vots a candidatures;Vots vàlids;% vots vàlids;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Codi comarca;Nom comarca;
17;112;Ogassa                                            ;       191;       172;090,05;        19;009,95;         0;000,00;         0;000,00;       172;100,00;       172;100,00;        21;012,21;        87;050,58;        40;023,26;         4;002,33;         6;003,49;        10;005,81;         4;002,33;         0;000,00;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;114;Olot                                              ;    23.152;    18.672;080,65;     4.480;019,35;        39;000,21;        85;000,46;    18.548;099,34;    18.633;099,79;     2.344;012,58;     8.454;045,37;     4.262;022,87;     1.368;007,34;       568;003,05;       992;005,32;       459;002,46;        73;000,39;        18;000,10;        10;000,05;         0;000,00;19;Garrotxa                                ;
17;115;Ordis                                             ;       278;       244;087,77;        34;012,23;         0;000,00;         2;000,82;       242;099,18;       244;100,00;        26;010,66;       113;046,31;        67;027,46;         8;003,28;         3;001,23;        18;007,38;         7;002,87;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;116;Osor                                              ;       341;       280;082,11;        61;017,89;         1;000,36;         2;000,71;       277;098,93;       279;099,64;        13;004,66;       131;046,95;        84;030,11;        11;003,94;         7;002,51;        26;009,32;         3;001,08;         2;000,72;         0;000,00;         0;000,00;         0;000,00;34;Selva                                   ;
17;117;Palafrugell                                       ;    14.436;    11.151;077,24;     3.285;022,76;        36;000,32;        45;000,40;    11.070;099,27;    11.115;099,68;     2.786;025,07;     3.445;030,99;     2.315;020,83;     1.158;010,42;       500;004,50;       431;003,88;       335;003,01;        79;000,71;        10;000,09;        11;000,10;         0;000,00;10;Baix Empordà                            ;
17;118;Palamós                                           ;    12.923;    10.238;079,22;     2.685;020,78;        44;000,43;        42;000,41;    10.152;099,16;    10.194;099,57;     2.328;022,84;     3.270;032,08;     2.384;023,39;     1.002;009,83;       371;003,64;       402;003,94;       299;002,93;        71;000,70;        15;000,15;        10;000,10;         0;000,00;10;Baix Empordà                            ;
17;119;Palau de Santa Eulàlia                            ;        79;        68;086,08;        11;013,92;         1;001,47;         0;000,00;        67;098,53;        67;098,53;         2;002,99;        21;031,34;        22;032,84;         8;011,94;         7;010,45;         7;010,45;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;120;Palau-saverdera                                   ;       803;       657;081,82;       146;018,18;        10;001,52;         1;000,15;       646;098,33;       647;098,48;       141;021,79;       229;035,39;       170;026,28;        48;007,42;        15;002,32;        21;003,25;        13;002,01;         9;001,39;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;121;Palau-sator                                       ;       214;       189;088,32;        25;011,68;         0;000,00;         2;001,06;       187;098,94;       189;100,00;        12;006,35;       108;057,14;        35;018,52;        14;007,41;         1;000,53;        12;006,35;         5;002,65;         0;000,00;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;123;Palol de Revardit                                 ;       355;       319;089,86;        36;010,14;         3;000,94;         0;000,00;       316;099,06;       316;099,06;        20;006,33;       195;061,71;        57;018,04;        10;003,16;         6;001,90;        20;006,33;         8;002,53;         0;000,00;         0;000,00;         0;000,00;         0;000,00;28;Pla de l'Estany                         ;
17;124;Pals                                              ;     1.617;     1.332;082,37;       285;017,63;         5;000,38;         8;000,60;     1.319;099,02;     1.327;099,62;       163;012,28;       595;044,84;       315;023,74;       128;009,65;        32;002,41;        63;004,75;        19;001,43;         4;000,30;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;125;Pardines                                          ;       131;       116;088,55;        15;011,45;         0;000,00;         1;000,86;       115;099,14;       116;100,00;         3;002,59;        65;056,03;        31;026,72;         3;002,59;         6;005,17;         6;005,17;         1;000,86;         0;000,00;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;126;Parlavà                                           ;       310;       293;094,52;        17;005,48;         0;000,00;         0;000,00;       293;100,00;       293;100,00;        16;005,46;       150;051,19;        91;031,06;         3;001,02;         5;001,71;        25;008,53;         2;000,68;         1;000,34;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;128;Pau                                               ;       305;       269;088,20;        36;011,80;         1;000,37;         2;000,74;       266;098,88;       268;099,63;        36;013,43;       115;042,91;        69;025,75;        15;005,60;         7;002,61;        18;006,72;         3;001,12;         3;001,12;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;129;Pedret i Marzà                                    ;       143;       125;087,41;        18;012,59;         0;000,00;         1;000,80;       124;099,20;       125;100,00;        26;020,80;        45;036,00;        32;025,60;         1;000,80;         3;002,40;         7;005,60;        10;008,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;130;Pera, la                                          ;       323;       279;086,38;        44;013,62;         0;000,00;         2;000,72;       277;099,28;       279;100,00;        15;005,38;       158;056,63;        73;026,16;         8;002,87;         3;001,08;        14;005,02;         6;002,15;         0;000,00;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;132;Peralada                                          ;     1.347;     1.153;085,60;       194;014,40;         3;000,26;         9;000,78;     1.141;098,96;     1.150;099,74;       167;014,52;       522;045,39;       269;023,39;        72;006,26;        36;003,13;        49;004,26;        20;001,74;         4;000,35;         1;000,09;         1;000,09;         0;000,00;02;Alt Empordà                             ;
17;133;Planes d'Hostoles, les                            ;     1.272;     1.099;086,40;       173;013,60;         5;000,45;         4;000,36;     1.090;099,18;     1.094;099,55;        69;006,31;       714;065,27;       182;016,64;        28;002,56;        14;001,28;        68;006,22;        11;001,01;         3;000,27;         0;000,00;         1;000,09;         0;000,00;19;Garrotxa                                ;
17;134;Planoles                                          ;       230;       208;090,43;        22;009,57;         3;001,44;         1;000,48;       204;098,08;       205;098,56;         8;003,90;        99;048,29;        62;030,24;         5;002,44;         9;004,39;        16;007,80;         1;000,49;         4;001,95;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;135;Pont de Molins                                    ;       384;       337;087,76;        47;012,24;         5;001,48;         0;000,00;       332;098,52;       332;098,52;        68;020,48;       107;032,23;        98;029,52;        21;006,33;        12;003,61;        12;003,61;        13;003,92;         1;000,30;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;136;Pontós                                            ;       178;       147;082,58;        31;017,42;         2;001,36;         0;000,00;       145;098,64;       145;098,64;        16;011,03;        57;039,31;        28;019,31;         6;004,14;        14;009,66;        17;011,72;         6;004,14;         1;000,69;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;137;Porqueres                                         ;     3.453;     3.100;089,78;       353;010,22;         7;000,23;        18;000,58;     3.075;099,19;     3.093;099,77;       235;007,60;     1.593;051,50;       792;025,61;       136;004,40;        59;001,91;       181;005,85;        67;002,17;        10;000,32;         0;000,00;         2;000,06;         0;000,00;28;Pla de l'Estany                         ;
17;138;Portbou                                           ;       877;       700;079,82;       177;020,18;         6;000,86;         1;000,14;       693;099,00;       694;099,14;       163;023,49;       149;021,47;       168;024,21;       113;016,28;        36;005,19;        26;003,75;        26;003,75;        11;001,59;         0;000,00;         1;000,14;         0;000,00;02;Alt Empordà                             ;
17;139;Preses, les                                       ;     1.360;     1.200;088,24;       160;011,76;         6;000,50;         7;000,58;     1.187;098,92;     1.194;099,50;       100;008,38;       643;053,85;       267;022,36;        62;005,19;        39;003,27;        64;005,36;        10;000,84;         2;000,17;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;140;Port de la Selva, el                              ;       666;       570;085,59;        96;014,41;         1;000,18;         1;000,18;       568;099,65;       569;099,82;        73;012,83;       282;049,56;       106;018,63;        38;006,68;        17;002,99;        32;005,62;        15;002,64;         2;000,35;         1;000,18;         2;000,35;         0;000,00;02;Alt Empordà                             ;
17;141;Puigcerdà                                         ;     5.949;     4.531;076,16;     1.418;023,84;        22;000,49;        20;000,44;     4.489;099,07;     4.509;099,51;     1.238;027,46;     1.326;029,41;       974;021,60;       365;008,09;       152;003,37;       181;004,01;       203;004,50;        34;000,75;        13;000,29;         3;000,07;         0;000,00;15;Cerdanya                                ;
17;142;Quart                                             ;     2.593;     2.334;090,01;       259;009,99;         7;000,30;        14;000,60;     2.313;099,10;     2.327;099,70;       415;017,83;       928;039,88;       487;020,93;       187;008,04;       108;004,64;       107;004,60;        58;002,49;        20;000,86;         2;000,09;         1;000,04;         0;000,00;20;Gironès                                 ;
17;143;Rabós                                             ;       143;       123;086,01;        20;013,99;         0;000,00;         0;000,00;       123;100,00;       123;100,00;        11;008,94;        51;041,46;        39;031,71;         5;004,07;         8;006,50;         9;007,32;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;144;Regencós                                          ;       206;       173;083,98;        33;016,02;         0;000,00;         0;000,00;       173;100,00;       173;100,00;        24;013,87;        81;046,82;        39;022,54;         6;003,47;         9;005,20;        12;006,94;         2;001,16;         0;000,00;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;145;Ribes de Freser                                   ;     1.463;     1.235;084,42;       228;015,58;         4;000,32;         3;000,24;     1.228;099,43;     1.231;099,68;       154;012,51;       547;044,44;       329;026,73;        59;004,79;        36;002,92;        78;006,34;        23;001,87;         2;000,16;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;146;Riells i Viabrea                                  ;     3.018;     2.427;080,42;       591;019,58;        28;001,15;         8;000,33;     2.391;098,52;     2.399;098,85;       465;019,38;       675;028,14;       634;026,43;       253;010,55;       151;006,29;        99;004,13;        71;002,96;        37;001,54;         5;000,21;         1;000,04;         0;000,00;34;Selva                                   ;
17;147;Ripoll                                            ;     7.991;     6.677;083,56;     1.314;016,44;        29;000,43;        35;000,52;     6.613;099,04;     6.648;099,57;     1.012;015,22;     2.759;041,50;     1.528;022,98;       629;009,46;       228;003,43;       252;003,79;       162;002,44;        34;000,51;         6;000,09;         3;000,05;         0;000,00;31;Ripollès                                ;
17;148;Riudarenes                                        ;     1.531;     1.270;082,95;       261;017,05;        13;001,02;         9;000,71;     1.248;098,27;     1.257;098,98;       285;022,67;       488;038,82;       219;017,42;       109;008,67;        45;003,58;        59;004,69;        24;001,91;        12;000,95;         6;000,48;         1;000,08;         0;000,00;34;Selva                                   ;
17;149;Riudaura                                          ;       364;       333;091,48;        31;008,52;         1;000,30;         0;000,00;       332;099,70;       332;099,70;         7;002,11;       174;052,41;        90;027,11;         9;002,71;        11;003,31;        36;010,84;         2;000,60;         2;000,60;         0;000,00;         1;000,30;         0;000,00;19;Garrotxa                                ;
17;150;Riudellots de la Selva                            ;     1.426;     1.281;089,83;       145;010,17;         0;000,00;         3;000,23;     1.278;099,77;     1.281;100,00;       164;012,80;       685;053,47;       240;018,74;        67;005,23;        33;002,58;        66;005,15;        16;001,25;         6;000,47;         1;000,08;         0;000,00;         0;000,00;34;Selva                                   ;
17;151;Riumors                                           ;       183;       157;085,79;        26;014,21;         0;000,00;         0;000,00;       157;100,00;       157;100,00;        18;011,46;        59;037,58;        54;034,39;         7;004,46;         1;000,64;        11;007,01;         7;004,46;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;152;Roses                                             ;    10.908;     8.214;075,30;     2.694;024,70;        33;000,40;        41;000,50;     8.140;099,10;     8.181;099,60;     2.965;036,24;     1.812;022,15;     1.510;018,46;       876;010,71;       350;004,28;       176;002,15;       373;004,56;        61;000,75;         8;000,10;         9;000,11;         0;000,00;02;Alt Empordà                             ;
17;153;Rupià                                             ;       192;       179;093,23;        13;006,77;         0;000,00;         2;001,12;       177;098,88;       179;100,00;        11;006,15;        71;039,66;        44;024,58;         7;003,91;         8;004,47;        34;018,99;         1;000,56;         0;000,00;         0;000,00;         1;000,56;         0;000,00;10;Baix Empordà                            ;
17;154;Sales de Llierca                                  ;        97;        88;090,72;         9;009,28;         0;000,00;         0;000,00;        88;100,00;        88;100,00;         0;000,00;        17;019,32;        26;029,55;        15;017,05;         4;004,55;        23;026,14;         2;002,27;         1;001,14;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;155;Salt                                              ;    14.792;    10.996;074,34;     3.796;025,66;        64;000,58;        51;000,46;    10.881;098,95;    10.932;099,42;     2.895;026,48;     3.180;029,09;     2.028;018,55;     1.222;011,18;       446;004,08;       628;005,74;       355;003,25;        94;000,86;        17;000,16;        16;000,15;         0;000,00;20;Gironès                                 ;
17;157;Sant Andreu Salou                                 ;       127;       116;091,34;        11;008,66;         0;000,00;         0;000,00;       116;100,00;       116;100,00;        10;008,62;        65;056,03;        18;015,52;         6;005,17;         6;005,17;        10;008,62;         0;000,00;         0;000,00;         0;000,00;         1;000,86;         0;000,00;20;Gironès                                 ;
17;158;Sant Climent Sescebes                             ;       466;       330;070,82;       136;029,18;         4;001,21;         1;000,30;       325;098,48;       326;098,79;       102;031,29;        90;027,61;        84;025,77;        12;003,68;        12;003,68;        12;003,68;         9;002,76;         4;001,23;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;159;Sant Feliu de Buixalleu                           ;       646;       534;082,66;       112;017,34;         2;000,37;         1;000,19;       531;099,44;       532;099,63;        49;009,21;       264;049,62;       120;022,56;        22;004,14;        19;003,57;        44;008,27;        12;002,26;         0;000,00;         1;000,19;         0;000,00;         0;000,00;34;Selva                                   ;
17;160;Sant Feliu de Guíxols                             ;    14.756;    11.644;078,91;     3.112;021,09;        53;000,46;        57;000,49;    11.534;099,06;    11.591;099,54;     2.687;023,18;     3.349;028,89;     2.495;021,53;     1.500;012,94;       660;005,69;       382;003,30;       358;003,09;        84;000,72;        15;000,13;         4;000,03;         0;000,00;10;Baix Empordà                            ;
17;161;Sant Feliu de Pallerols                           ;     1.006;       910;090,46;        96;009,54;         1;000,11;         3;000,33;       906;099,56;       909;099,89;        44;004,84;       455;050,06;       267;029,37;        25;002,75;        31;003,41;        57;006,27;        21;002,31;         5;000,55;         0;000,00;         1;000,11;         0;000,00;19;Garrotxa                                ;
17;162;Sant Ferriol                                      ;       158;       134;084,81;        24;015,19;         0;000,00;         0;000,00;       134;100,00;       134;100,00;        11;008,21;        56;041,79;        26;019,40;         5;003,73;        11;008,21;        16;011,94;         9;006,72;         0;000,00;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;163;Sant Gregori                                      ;     2.737;     2.443;089,26;       294;010,74;         4;000,16;         8;000,33;     2.431;099,51;     2.439;099,84;       205;008,41;     1.243;050,96;       569;023,33;        99;004,06;        62;002,54;       208;008,53;        32;001,31;         9;000,37;         3;000,12;         1;000,04;         0;000,00;20;Gironès                                 ;
17;164;Sant Hilari Sacalm                                ;     3.959;     3.404;085,98;       555;014,02;         6;000,18;        11;000,32;     3.387;099,50;     3.398;099,82;       331;009,74;     1.644;048,38;       842;024,78;       215;006,33;        79;002,32;       198;005,83;        58;001,71;        15;000,44;         1;000,03;         4;000,12;         0;000,00;34;Selva                                   ;
17;165;Sant Jaume de Llierca                             ;       639;       546;085,45;        93;014,55;         0;000,00;         4;000,73;       542;099,27;       546;100,00;        39;007,14;       274;050,18;       124;022,71;        27;004,95;        18;003,30;        44;008,06;        11;002,01;         5;000,92;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;166;Sant Jordi Desvalls                               ;       534;       472;088,39;        62;011,61;         1;000,21;         0;000,00;       471;099,79;       471;099,79;        29;006,16;       255;054,14;       127;026,96;        11;002,34;         9;001,91;        38;008,07;         1;000,21;         1;000,21;         0;000,00;         0;000,00;         0;000,00;20;Gironès                                 ;
17;167;Sant Joan de les Abadesses                        ;     2.644;     2.291;086,65;       353;013,35;        15;000,65;        18;000,79;     2.258;098,56;     2.276;099,35;       189;008,30;     1.122;049,30;       575;025,26;       152;006,68;        43;001,89;       124;005,45;        44;001,93;         7;000,31;         1;000,04;         1;000,04;         0;000,00;31;Ripollès                                ;
17;168;Sant Joan de Mollet                               ;       383;       346;090,34;        37;009,66;         0;000,00;         0;000,00;       346;100,00;       346;100,00;        29;008,38;       170;049,13;        91;026,30;        14;004,05;        10;002,89;        25;007,23;         4;001,16;         1;000,29;         2;000,58;         0;000,00;         0;000,00;20;Gironès                                 ;
17;169;Sant Julià de Ramis                               ;     2.472;     2.189;088,55;       283;011,45;         6;000,27;         6;000,27;     2.177;099,45;     2.183;099,73;       445;020,38;       843;038,62;       476;021,80;       173;007,92;        82;003,76;       112;005,13;        34;001,56;         7;000,32;         3;000,14;         2;000,09;         0;000,00;20;Gironès                                 ;
17;170;Vallfogona de Ripollès                            ;       174;       158;090,80;        16;009,20;         0;000,00;         1;000,63;       157;099,37;       158;100,00;         5;003,16;        69;043,67;        67;042,41;         3;001,90;         0;000,00;        13;008,23;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;171;Sant Llorenç de la Muga                           ;       166;       143;086,14;        23;013,86;         0;000,00;         0;000,00;       143;100,00;       143;100,00;        16;011,19;        53;037,06;        45;031,47;         4;002,80;         9;006,29;         9;006,29;         4;002,80;         1;000,70;         2;001,40;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;172;Sant Martí de Llémena                             ;       449;       367;081,74;        82;018,26;         1;000,27;         2;000,54;       364;099,18;       366;099,73;        31;008,47;       166;045,36;        97;026,50;         8;002,19;        17;004,64;        38;010,38;         3;000,82;         4;001,09;         0;000,00;         0;000,00;         0;000,00;20;Gironès                                 ;
17;173;Sant Martí Vell                                   ;       176;       158;089,77;        18;010,23;         0;000,00;         3;001,90;       155;098,10;       158;100,00;        18;011,39;        54;034,18;        52;032,91;         5;003,16;         9;005,70;        13;008,23;         3;001,90;         1;000,63;         0;000,00;         0;000,00;         0;000,00;20;Gironès                                 ;
17;174;Sant Miquel de Campmajor                          ;       174;       154;088,51;        20;011,49;         0;000,00;         1;000,65;       153;099,35;       154;100,00;         7;004,55;        68;044,16;        45;029,22;         5;003,25;         3;001,95;        23;014,94;         1;000,65;         1;000,65;         0;000,00;         0;000,00;         0;000,00;28;Pla de l'Estany                         ;
17;175;Sant Miquel de Fluvià                             ;       566;       423;074,73;       143;025,27;         1;000,24;         2;000,47;       420;099,29;       422;099,76;       124;029,38;        73;017,30;        76;018,01;        61;014,45;        20;004,74;        24;005,69;        39;009,24;         2;000,47;         1;000,24;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;176;Sant Mori                                         ;       122;       104;085,25;        18;014,75;         0;000,00;         0;000,00;       104;100,00;       104;100,00;        24;023,08;        41;039,42;        16;015,38;        10;009,62;         6;005,77;         5;004,81;         2;001,92;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;177;Sant Pau de Segúries                              ;       568;       492;086,62;        76;013,38;         5;001,02;         4;000,81;       483;098,17;       487;098,98;        40;008,21;       260;053,39;       118;024,23;        17;003,49;        14;002,87;        24;004,93;         9;001,85;         0;000,00;         1;000,21;         0;000,00;         0;000,00;31;Ripollès                                ;
17;178;Sant Pere Pescador                                ;     1.046;       844;080,69;       202;019,31;         4;000,47;         8;000,95;       832;098,58;       840;099,53;       100;011,90;       371;044,17;       224;026,67;        48;005,71;        20;002,38;        48;005,71;        16;001,90;         4;000,48;         1;000,12;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;180;Santa Coloma de Farners                           ;     8.373;     6.940;082,89;     1.433;017,11;        26;000,37;        36;000,52;     6.878;099,11;     6.914;099,63;     1.016;014,69;     3.116;045,07;     1.510;021,84;       449;006,49;       247;003,57;       340;004,92;       143;002,07;        49;000,71;         6;000,09;         2;000,03;         0;000,00;34;Selva                                   ;
17;181;Santa Cristina d'Aro                              ;     3.425;     2.796;081,64;       629;018,36;         9;000,32;        13;000,46;     2.774;099,21;     2.787;099,68;       659;023,65;       914;032,80;       633;022,71;       232;008,32;       141;005,06;        89;003,19;        71;002,55;        29;001,04;         5;000,18;         1;000,04;         0;000,00;10;Baix Empordà                            ;
17;182;Santa Llogaia d'Àlguema                           ;       271;       231;085,24;        40;014,76;         0;000,00;         1;000,43;       230;099,57;       231;100,00;        85;036,80;        40;017,32;        41;017,75;        26;011,26;        15;006,49;         2;000,87;        16;006,93;         4;001,73;         1;000,43;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;183;Sant Aniol de Finestres                           ;       262;       235;089,69;        27;010,31;         1;000,43;         0;000,00;       234;099,57;       234;099,57;        19;008,12;       126;053,85;        46;019,66;         4;001,71;         7;002,99;        27;011,54;         3;001,28;         2;000,85;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;184;Santa Pau                                         ;     1.278;     1.125;088,03;       153;011,97;         6;000,53;         8;000,71;     1.111;098,76;     1.119;099,47;        78;006,97;       598;053,44;       286;025,56;        36;003,22;        29;002,59;        68;006,08;        16;001,43;         0;000,00;         0;000,00;         0;000,00;         0;000,00;19;Garrotxa                                ;
17;185;Sant Joan les Fonts                               ;     2.271;     1.949;085,82;       322;014,18;         8;000,41;         7;000,36;     1.934;099,23;     1.941;099,59;       185;009,53;     1.026;052,86;       421;021,69;       105;005,41;        59;003,04;        94;004,84;        37;001,91;         4;000,21;         2;000,10;         1;000,05;         0;000,00;19;Garrotxa                                ;
17;186;Sarrià de Ter                                     ;     3.799;     3.308;087,08;       491;012,92;        13;000,39;        13;000,39;     3.282;099,21;     3.295;099,61;       788;023,92;       922;027,98;       824;025,01;       315;009,56;       177;005,37;       164;004,98;        63;001,91;        21;000,64;         8;000,24;         0;000,00;         0;000,00;20;Gironès                                 ;
17;187;Saus, Camallera i Llampaies                       ;       627;       556;088,68;        71;011,32;         2;000,36;         0;000,00;       554;099,64;       554;099,64;        43;007,76;       231;041,70;       140;025,27;        48;008,66;        37;006,68;        44;007,94;        10;001,81;         1;000,18;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;188;Selva de Mar, la                                  ;       168;       142;084,52;        26;015,48;         0;000,00;         3;002,11;       139;097,89;       142;100,00;         9;006,34;        57;040,14;        43;030,28;         2;001,41;         8;005,63;        19;013,38;         1;000,70;         0;000,00;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;189;Cellera de Ter, la                                ;     1.490;     1.335;089,60;       155;010,40;         2;000,15;         3;000,22;     1.330;099,63;     1.333;099,85;        63;004,73;       789;059,19;       288;021,61;        58;004,35;        24;001,80;        84;006,30;        18;001,35;         6;000,45;         0;000,00;         0;000,00;         0;000,00;34;Selva                                   ;
17;190;Serinyà                                           ;       820;       715;087,20;       105;012,80;         4;000,56;         7;000,98;       704;098,46;       711;099,44;        34;004,78;       364;051,20;       187;026,30;        29;004,08;        26;003,66;        47;006,61;        13;001,83;         3;000,42;         1;000,14;         0;000,00;         0;000,00;28;Pla de l'Estany                         ;
17;191;Serra de Daró                                     ;       149;       138;092,62;        11;007,38;         0;000,00;         1;000,72;       137;099,28;       138;100,00;         5;003,62;        83;060,14;        30;021,74;         3;002,17;         5;003,62;        11;007,97;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;192;Setcases                                          ;       141;       117;082,98;        24;017,02;         0;000,00;         2;001,71;       115;098,29;       117;100,00;         7;005,98;        69;058,97;        19;016,24;         8;006,84;         0;000,00;         3;002,56;         9;007,69;         0;000,00;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;193;Sils                                              ;     4.240;     3.437;081,06;       803;018,94;        19;000,55;        16;000,47;     3.402;098,98;     3.418;099,45;       923;027,00;     1.080;031,60;       648;018,96;       313;009,16;       145;004,24;       150;004,39;       100;002,93;        29;000,85;        12;000,35;         2;000,06;         0;000,00;34;Selva                                   ;
17;194;Susqueda                                          ;        79;        70;088,61;         9;011,39;         0;000,00;         0;000,00;        70;100,00;        70;100,00;         5;007,14;        36;051,43;        19;027,14;         2;002,86;         1;001,43;         4;005,71;         3;004,29;         0;000,00;         0;000,00;         0;000,00;         0;000,00;34;Selva                                   ;
17;195;Tallada d'Empordà, la                             ;       335;       300;089,55;        35;010,45;         2;000,67;         1;000,33;       297;099,00;       298;099,33;        11;003,69;       150;050,34;        82;027,52;        22;007,38;        11;003,69;        16;005,37;         3;001,01;         2;000,67;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;196;Terrades                                          ;       236;       200;084,75;        36;015,25;         0;000,00;         0;000,00;       200;100,00;       200;100,00;        29;014,50;        80;040,00;        52;026,00;         9;004,50;        10;005,00;        11;005,50;         8;004,00;         1;000,50;         0;000,00;         0;000,00;         0;000,00;02;Alt Empordà                             ;
17;197;Torrent                                           ;       132;       111;084,09;        21;015,91;         0;000,00;         0;000,00;       111;100,00;       111;100,00;        13;011,71;        49;044,14;        28;025,23;        11;009,91;         4;003,60;         5;004,50;         0;000,00;         1;000,90;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
17;198;Torroella de Fluvià                               ;       426;       351;082,39;        75;017,61;         3;000,85;         0;000,00;       348;099,15;       348;099,15;        69;019,83;       122;035,06;        89;025,57;        20;005,75;        13;003,74;        25;007,18;         4;001,15;         4;001,15;         0;000,00;         2;000,57;         0;000,00;02;Alt Empordà                             ;
17;199;Torroella de Montgrí                              ;     6.901;     5.670;082,16;     1.231;017,84;        28;000,49;        20;000,35;     5.622;099,15;     5.642;099,51;     1.065;018,88;     2.133;037,81;     1.461;025,90;       343;006,08;       162;002,87;       311;005,51;       109;001,93;        28;000,50;         8;000,14;         2;000,04;         0;000,00;10;Baix Empordà                            ;
17;200;Tortellà                                          ;       616;       552;089,61;        64;010,39;         3;000,54;         3;000,54;       546;098,91;       549;099,46;        29;005,28;       233;042,44;       145;026,41;        30;005,46;        18;003,28;        76;013,84;        11;002,00;         3;000,55;         0;000,00;         1;000,18;         0;000,00;19;Garrotxa                                ;
17;201;Toses                                             ;       136;       117;086,03;        19;013,97;         0;000,00;         0;000,00;       117;100,00;       117;100,00;         8;006,84;        64;054,70;        32;027,35;         2;001,71;         0;000,00;        10;008,55;         0;000,00;         1;000,85;         0;000,00;         0;000,00;         0;000,00;31;Ripollès                                ;
17;202;Tossa de Mar                                      ;     3.800;     2.987;078,61;       813;021,39;        35;001,17;        18;000,60;     2.934;098,23;     2.952;098,83;       643;021,78;       911;030,86;       709;024,02;       315;010,67;       109;003,69;       139;004,71;        84;002,85;        22;000,75;         2;000,07;         0;000,00;         0;000,00;34;Selva                                   ;
17;203;Ultramort                                         ;       159;       136;085,53;        23;014,47;         0;000,00;         0;000,00;       136;100,00;       136;100,00;         6;004,41;        58;042,65;        36;026,47;         7;005,15;         7;005,15;        21;015,44;         1;000,74;         0;000,00;         0;000,00;         0;000,00;         0;000,00;10;Baix Empordà                            ;
