Resultats per municipi - 2017

;;;;;;;;;;;;;;;;Ciutadans-Partido de la Ciudadanía (C's);;Junts per Catalunya (JUNTSxCAT);;Esquerra Republicana-Catalunya Sí (ERC-CatSí);;Partit dels Socialistes de Catalunya (PSC-PSOE) (PSC);;Catalunya en Comú-Podem (CatComú-Podem);;Candidatura d'Unitat Popular (CUP);;Partit Popular / Partido Popular (PP);;Partit Animalista contra el Maltractament Animal (PACMA);;Recortes Cero-Grupo Verde (RECORTES CERO-GRUPO VERDE);;Per un Món Més Just (PU M+J);;Diàleg Republicà (Candidatura retirada) (DIÀLEG (C. RETIRADA));;
Codi circumscripció;Codi municipi;Nom municipi;Cens electoral;Votants;% votants;Abstenció;% abstenció;Vots nuls;% vots nuls;Vots en blanc;% vots en blanc; Vots a candidatures;% vots a candidatures;Vots vàlids;% vots vàlids;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Vots;%;Codi comarca;Nom comarca;
08;143;Òdena                                             ;     2.699;     2.267;083,99;       432;016,01;        12;000,53;        15;000,66;     2.240;098,81;     2.255;099,47;       512;022,71;       584;025,90;       488;021,64;       346;015,34;       124;005,50;        87;003,86;        74;003,28;        21;000,93;         4;000,18;         0;000,00;         0;000,00;06;Anoia                                   ;
08;144;Olvan                                             ;       699;       594;084,98;       105;015,02;         6;001,01;         9;001,52;       579;097,47;       588;098,99;        37;006,29;       279;047,45;       163;027,72;        19;003,23;        18;003,06;        38;006,46;        25;004,25;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;145;Olèrdola                                          ;     2.625;     2.251;085,75;       374;014,25;        11;000,49;        12;000,53;     2.228;098,98;     2.240;099,51;       431;019,24;       664;029,64;       560;025,00;       228;010,18;       135;006,03;       134;005,98;        55;002,46;        16;000,71;         5;000,22;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;146;Olesa de Bonesvalls                               ;     1.314;     1.084;082,50;       230;017,50;         4;000,37;         6;000,55;     1.074;099,08;     1.080;099,63;       321;029,72;       180;016,67;       258;023,89;       151;013,98;        78;007,22;        37;003,43;        40;003,70;         5;000,46;         4;000,37;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;147;Olesa de Montserrat                               ;    17.131;    14.284;083,38;     2.847;016,62;        68;000,48;        53;000,37;    14.163;099,15;    14.216;099,52;     3.745;026,34;     2.313;016,27;     3.549;024,96;     2.015;014,17;     1.209;008,50;       678;004,77;       395;002,78;       219;001,54;        40;000,28;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;148;Olivella                                          ;     2.287;     1.833;080,15;       454;019,85;        10;000,55;         6;000,33;     1.817;099,13;     1.823;099,45;       590;032,36;       233;012,78;       403;022,11;       266;014,59;       145;007,95;        98;005,38;        55;003,02;        20;001,10;         7;000,38;         0;000,00;         0;000,00;17;Garraf                                  ;
08;149;Olost                                             ;       984;       857;087,09;       127;012,91;         1;000,12;         2;000,23;       854;099,65;       856;099,88;        76;008,88;       394;046,03;       253;029,56;        22;002,57;         5;000,58;        81;009,46;        22;002,57;         0;000,00;         1;000,12;         0;000,00;         0;000,00;24;Osona                                   ;
08;150;Orís                                              ;       255;       230;090,20;        25;009,80;         0;000,00;         2;000,87;       228;099,13;       230;100,00;        20;008,70;       133;057,83;        36;015,65;         6;002,61;         7;003,04;        21;009,13;         4;001,74;         1;000,43;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;151;Oristà                                            ;       458;       410;089,52;        48;010,48;         2;000,49;         2;000,49;       406;099,02;       408;099,51;        18;004,41;       249;061,03;        87;021,32;         8;001,96;         3;000,74;        27;006,62;        14;003,43;         0;000,00;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;152;Orpí                                              ;       113;        94;083,19;        19;016,81;         0;000,00;         0;000,00;        94;100,00;        94;100,00;         3;003,19;        44;046,81;        37;039,36;         4;004,26;         2;002,13;         4;004,26;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;153;Òrrius                                            ;       567;       506;089,24;        61;010,76;         4;000,79;         0;000,00;       502;099,21;       502;099,21;        48;009,56;       204;040,64;       153;030,48;        30;005,98;        10;001,99;        50;009,96;         4;000,80;         3;000,60;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;154;Pacs del Penedès                                  ;       685;       615;089,78;        70;010,22;         6;000,98;         3;000,49;       606;098,54;       609;099,02;       130;021,35;       217;035,63;       137;022,50;        50;008,21;        26;004,27;        32;005,25;        14;002,30;         0;000,00;         0;000,00;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;155;Palafolls                                         ;     6.814;     5.633;082,67;     1.181;017,33;        30;000,53;        32;000,57;     5.571;098,90;     5.603;099,47;     1.625;029,00;     1.045;018,65;     1.241;022,15;       729;013,01;       478;008,53;       219;003,91;       151;002,69;        71;001,27;        12;000,21;         0;000,00;         0;000,00;21;Maresme                                 ;
08;156;Palau-solità i Plegamans                          ;    10.987;     9.297;084,62;     1.690;015,38;        26;000,28;        41;000,44;     9.230;099,28;     9.271;099,72;     2.546;027,46;     1.904;020,54;     2.062;022,24;     1.219;013,15;       777;008,38;       318;003,43;       279;003,01;       108;001,16;        17;000,18;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;157;Pallejà                                           ;     8.418;     7.183;085,33;     1.235;014,67;        21;000,29;        27;000,38;     7.135;099,33;     7.162;099,71;     2.131;029,75;       931;013,00;     1.475;020,59;     1.332;018,60;       721;010,07;       246;003,43;       213;002,97;        74;001,03;        12;000,17;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;158;Papiol, el                                        ;     3.086;     2.567;083,18;       519;016,82;        13;000,51;        13;000,51;     2.541;098,99;     2.554;099,49;       565;022,12;       533;020,87;       686;026,86;       320;012,53;       196;007,67;       142;005,56;        69;002,70;        23;000,90;         7;000,27;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;159;Parets del Vallès                                 ;    14.268;    12.132;085,03;     2.136;014,97;        30;000,25;        55;000,45;    12.047;099,30;    12.102;099,75;     3.474;028,71;     1.865;015,41;     2.650;021,90;     1.900;015,70;     1.118;009,24;       470;003,88;       379;003,13;       158;001,31;        33;000,27;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;160;Perafita                                          ;       329;       271;082,37;        58;017,63;         0;000,00;         2;000,74;       269;099,26;       271;100,00;         9;003,32;       155;057,20;        54;019,93;         5;001,85;         9;003,32;        30;011,07;         7;002,58;         0;000,00;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;161;Piera                                             ;    11.392;     9.038;079,34;     2.354;020,66;        43;000,48;        38;000,42;     8.957;099,10;     8.995;099,52;     2.512;027,93;     1.628;018,10;     2.023;022,49;     1.182;013,14;       714;007,94;       395;004,39;       327;003,64;       145;001,61;        31;000,34;         0;000,00;         0;000,00;06;Anoia                                   ;
08;162;Hostalets de Pierola, els                         ;     2.075;     1.740;083,86;       335;016,14;         3;000,17;        14;000,80;     1.723;099,02;     1.737;099,83;       371;021,36;       387;022,28;       478;027,52;       190;010,94;       106;006,10;       106;006,10;        64;003,68;        16;000,92;         5;000,29;         0;000,00;         0;000,00;06;Anoia                                   ;
08;163;Pineda de Mar                                     ;    18.994;    14.986;078,90;     4.008;021,10;        70;000,47;        48;000,32;    14.868;099,21;    14.916;099,53;     4.629;031,03;     2.821;018,91;     2.941;019,72;     2.221;014,89;       868;005,82;       466;003,12;       727;004,87;       158;001,06;        37;000,25;         0;000,00;         0;000,00;21;Maresme                                 ;
08;164;Pla del Penedès, el                               ;       927;       821;088,57;       106;011,43;         5;000,61;         4;000,49;       812;098,90;       816;099,39;        94;011,52;       320;039,22;       208;025,49;        53;006,50;        41;005,02;        79;009,68;        14;001,72;         1;000,12;         2;000,25;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;165;Pobla de Claramunt, la                            ;     1.654;     1.439;087,00;       215;013,00;         9;000,63;         9;000,63;     1.421;098,75;     1.430;099,37;       261;018,25;       418;029,23;       338;023,64;       179;012,52;        90;006,29;        87;006,08;        28;001,96;        17;001,19;         3;000,21;         0;000,00;         0;000,00;06;Anoia                                   ;
08;166;Pobla de Lillet, la                               ;       975;       805;082,56;       170;017,44;        10;001,24;         7;000,87;       788;097,89;       795;098,76;        81;010,19;       335;042,14;       215;027,04;        64;008,05;        32;004,03;        40;005,03;        20;002,52;         1;000,13;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;167;Polinyà                                           ;     5.980;     5.111;085,47;       869;014,53;        13;000,25;        31;000,61;     5.067;099,14;     5.098;099,75;     1.773;034,78;       502;009,85;       887;017,40;       967;018,97;       568;011,14;       116;002,28;       142;002,79;        85;001,67;        27;000,53;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;168;Pontons                                           ;       353;       288;081,59;        65;018,41;         0;000,00;         1;000,35;       287;099,65;       288;100,00;        49;017,01;       103;035,76;        55;019,10;         9;003,13;        12;004,17;        17;005,90;        38;013,19;         3;001,04;         1;000,35;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;169;Prat de Llobregat, el                             ;    48.072;    39.425;082,01;     8.647;017,99;       127;000,32;       178;000,45;    39.120;099,23;    39.298;099,68;    12.955;032,97;     3.141;007,99;     6.228;015,85;     8.341;021,22;     4.776;012,15;     1.091;002,78;     1.859;004,73;       567;001,44;       162;000,41;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;170;Prats de Rei, els                                 ;       444;       356;080,18;        88;019,82;         5;001,40;         0;000,00;       351;098,60;       351;098,60;        31;008,83;       198;056,41;        74;021,08;        20;005,70;         6;001,71;        15;004,27;         7;001,99;         0;000,00;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;171;Prats de Lluçanès                                 ;     2.069;     1.789;086,47;       280;013,53;         5;000,28;        12;000,67;     1.772;099,05;     1.784;099,72;       170;009,53;       818;045,85;       546;030,61;        55;003,08;        39;002,19;       108;006,05;        32;001,79;         4;000,22;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;172;Premià de Mar                                     ;    20.385;    16.897;082,89;     3.488;017,11;        45;000,27;        62;000,37;    16.790;099,37;    16.852;099,73;     4.124;024,47;     3.450;020,47;     4.094;024,29;     2.182;012,95;     1.296;007,69;       932;005,53;       529;003,14;       141;000,84;        42;000,25;         0;000,00;         0;000,00;21;Maresme                                 ;
08;174;Puigdàlber                                        ;       385;       352;091,43;        33;008,57;         2;000,57;         4;001,14;       346;098,30;       350;099,43;        66;018,86;       127;036,29;        99;028,29;        12;003,43;        12;003,43;        21;006,00;         6;001,71;         3;000,86;         0;000,00;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;175;Puig-reig                                         ;     3.312;     2.685;081,07;       627;018,93;        12;000,45;        17;000,63;     2.656;098,92;     2.673;099,55;       313;011,71;     1.124;042,05;       753;028,17;       144;005,39;        73;002,73;       154;005,76;        83;003,11;        12;000,45;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;176;Pujalt                                            ;       159;       135;084,91;        24;015,09;         2;001,48;         1;000,74;       132;097,78;       133;098,52;        16;012,03;        59;044,36;        34;025,56;         2;001,50;         1;000,75;         7;005,26;        13;009,77;         0;000,00;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;177;Quar, la                                          ;        43;        39;090,70;         4;009,30;         0;000,00;         0;000,00;        39;100,00;        39;100,00;         5;012,82;        19;048,72;         8;020,51;         0;000,00;         0;000,00;         6;015,38;         1;002,56;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;178;Rajadell                                          ;       439;       394;089,75;        45;010,25;         0;000,00;         2;000,51;       392;099,49;       394;100,00;        43;010,91;       163;041,37;        98;024,87;        26;006,60;        12;003,05;        31;007,87;        17;004,31;         2;000,51;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;179;Rellinars                                         ;       587;       493;083,99;        94;016,01;         1;000,20;         2;000,41;       490;099,39;       492;099,80;        70;014,23;       108;021,95;       168;034,15;        45;009,15;        51;010,37;        27;005,49;        15;003,05;         5;001,02;         1;000,20;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;180;Ripollet                                          ;    26.894;    22.364;083,16;     4.530;016,84;        91;000,41;       106;000,47;    22.167;099,12;    22.273;099,59;     7.831;035,16;     1.890;008,49;     3.609;016,20;     4.410;019,80;     2.372;010,65;       777;003,49;       897;004,03;       300;001,35;        81;000,36;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;181;Roca del Vallès, la                               ;     7.928;     6.695;084,45;     1.233;015,55;        32;000,48;        32;000,48;     6.631;099,04;     6.663;099,52;     1.552;023,29;     1.609;024,15;     1.683;025,26;       825;012,38;       397;005,96;       271;004,07;       207;003,11;        67;001,01;        20;000,30;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;182;Pont de Vilomara i Rocafort, el                   ;     2.868;     2.408;083,96;       460;016,04;        14;000,58;        15;000,62;     2.379;098,80;     2.394;099,42;       796;033,25;       388;016,21;       496;020,72;       358;014,95;       155;006,47;        80;003,34;        73;003,05;        28;001,17;         5;000,21;         0;000,00;         0;000,00;07;Bages                                   ;
08;183;Roda de Ter                                       ;     4.525;     3.901;086,21;       624;013,79;         6;000,15;        14;000,36;     3.881;099,49;     3.895;099,85;       421;010,81;     1.817;046,65;       987;025,34;       252;006,47;       141;003,62;       182;004,67;        64;001,64;        15;000,39;         2;000,05;         0;000,00;         0;000,00;24;Osona                                   ;
08;184;Rubí                                              ;    54.272;    43.519;080,19;    10.753;019,81;       169;000,39;       186;000,43;    43.164;099,18;    43.350;099,61;    14.663;033,82;     4.844;011,17;     8.246;019,02;     7.460;017,21;     4.091;009,44;     1.451;003,35;     1.697;003,91;       569;001,31;       143;000,33;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;185;Rubió                                             ;       187;       168;089,84;        19;010,16;         0;000,00;         0;000,00;       168;100,00;       168;100,00;        31;018,45;        54;032,14;        43;025,60;         2;001,19;        12;007,14;        18;010,71;         8;004,76;         0;000,00;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;187;Sabadell                                          ;   152.867;   126.925;083,03;    25.942;016,97;       432;000,34;       536;000,42;   125.957;099,24;   126.493;099,66;    35.502;028,07;    21.379;016,90;    25.524;020,18;    20.369;016,10;    11.407;009,02;     5.379;004,25;     4.660;003,68;     1.392;001,10;       345;000,27;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;188;Sagàs                                             ;       120;       114;095,00;         6;005,00;         0;000,00;         1;000,88;       113;099,12;       114;100,00;         4;003,51;        57;050,00;        28;024,56;         3;002,63;         1;000,88;        15;013,16;         5;004,39;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;189;Sant Pere Sallavinera                             ;       124;       106;085,48;        18;014,52;         0;000,00;         1;000,94;       105;099,06;       106;100,00;         2;001,89;        60;056,60;        27;025,47;         4;003,77;         3;002,83;         4;003,77;         4;003,77;         1;000,94;         0;000,00;         0;000,00;         0;000,00;06;Anoia                                   ;
08;190;Saldes                                            ;       255;       220;086,27;        35;013,73;         5;002,27;         0;000,00;       215;097,73;       215;097,73;        19;008,84;        93;043,26;        70;032,56;        13;006,05;         7;003,26;        10;004,65;         3;001,40;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;191;Sallent                                           ;     5.250;     4.443;084,63;       807;015,37;        14;000,32;        17;000,38;     4.412;099,30;     4.429;099,68;       727;016,41;     1.279;028,88;     1.113;025,13;       541;012,21;       262;005,92;       333;007,52;       126;002,84;        28;000,63;         3;000,07;         0;000,00;         0;000,00;07;Bages                                   ;
08;192;Santpedor                                         ;     5.662;     4.915;086,81;       747;013,19;        12;000,24;        21;000,43;     4.882;099,33;     4.903;099,76;       757;015,44;     1.680;034,26;     1.444;029,45;       362;007,38;       250;005,10;       264;005,38;        93;001,90;        25;000,51;         7;000,14;         0;000,00;         0;000,00;07;Bages                                   ;
08;193;Sant Iscle de Vallalta                            ;       959;       807;084,15;       152;015,85;         4;000,50;         4;000,50;       799;099,01;       803;099,50;       126;015,69;       283;035,24;       250;031,13;        44;005,48;        31;003,86;        29;003,61;        29;003,61;         7;000,87;         0;000,00;         0;000,00;         0;000,00;21;Maresme                                 ;
08;194;Sant Adrià de Besòs                               ;    25.737;    19.168;074,48;     6.569;025,52;        51;000,27;        83;000,43;    19.034;099,30;    19.117;099,73;     6.615;034,60;     1.522;007,96;     3.180;016,63;     3.717;019,44;     1.901;009,94;       477;002,50;     1.291;006,75;       265;001,39;        66;000,35;         0;000,00;         0;000,00;13;Barcelonès                              ;
08;195;Sant Agustí de Lluçanès                           ;        78;        72;092,31;         6;007,69;         0;000,00;         2;002,78;        70;097,22;        72;100,00;         5;006,94;        48;066,67;        13;018,06;         0;000,00;         1;001,39;         3;004,17;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;196;Sant Andreu de la Barca                           ;    19.325;    16.030;082,95;     3.295;017,05;        65;000,41;        68;000,42;    15.897;099,17;    15.965;099,59;     6.032;037,78;     1.065;006,67;     2.673;016,74;     3.489;021,85;     1.470;009,21;       319;002,00;       587;003,68;       194;001,22;        68;000,43;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;197;Sant Andreu de Llavaneres                         ;     7.751;     6.488;083,71;     1.263;016,29;        11;000,17;        25;000,39;     6.452;099,45;     6.477;099,83;     1.624;025,07;     2.007;030,99;     1.481;022,87;       561;008,66;       309;004,77;       165;002,55;       240;003,71;        55;000,85;        10;000,15;         0;000,00;         0;000,00;21;Maresme                                 ;
08;198;Sant Antoni de Vilamajor                          ;     4.574;     3.900;085,26;       674;014,74;         6;000,15;        23;000,59;     3.871;099,26;     3.894;099,85;       714;018,34;     1.187;030,48;     1.125;028,89;       281;007,22;       218;005,60;       221;005,68;        96;002,47;        21;000,54;         8;000,21;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;199;Sant Bartomeu del Grau                            ;       663;       573;086,43;        90;013,57;         1;000,17;         3;000,52;       569;099,30;       572;099,83;        57;009,97;       278;048,60;       152;026,57;        35;006,12;         9;001,57;        22;003,85;        15;002,62;         1;000,17;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;200;Sant Boi de Llobregat                             ;    61.625;    50.704;082,28;    10.921;017,72;       204;000,40;       207;000,41;    50.293;099,19;    50.500;099,60;    16.629;032,93;     4.209;008,33;     8.826;017,48;    10.722;021,23;     5.562;011,01;     1.352;002,68;     2.100;004,16;       683;001,35;       210;000,42;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;201;Sant Boi de Lluçanès                              ;       431;       357;082,83;        74;017,17;         0;000,00;         5;001,40;       352;098,60;       357;100,00;        14;003,92;       173;048,46;       121;033,89;        13;003,64;        11;003,08;        10;002,80;         9;002,52;         1;000,28;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;202;Sant Celoni                                       ;    12.744;    10.565;082,90;     2.179;017,10;        35;000,33;        43;000,41;    10.487;099,26;    10.530;099,67;     1.886;017,91;     3.485;033,10;     2.435;023,12;     1.143;010,85;       591;005,61;       564;005,36;       298;002,83;        69;000,66;        16;000,15;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;203;Sant Cebrià de Vallalta                           ;     2.427;     2.002;082,49;       425;017,51;         5;000,25;         5;000,25;     1.992;099,50;     1.997;099,75;       387;019,38;       597;029,89;       555;027,79;       163;008,16;       110;005,51;       111;005,56;        47;002,35;        19;000,95;         3;000,15;         0;000,00;         0;000,00;21;Maresme                                 ;
08;204;Sant Climent de Llobregat                         ;     3.064;     2.631;085,87;       433;014,13;        18;000,68;        13;000,49;     2.600;098,82;     2.613;099,32;       552;021,13;       559;021,39;       630;024,11;       414;015,84;       226;008,65;       108;004,13;        61;002,33;        42;001,61;         8;000,31;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;205;Sant Cugat del Vallès                             ;    60.642;    52.901;087,23;     7.741;012,77;       128;000,24;       308;000,58;    52.465;099,18;    52.773;099,76;    11.966;022,67;    15.429;029,24;    10.986;020,82;     5.755;010,91;     3.476;006,59;     2.744;005,20;     1.689;003,20;       342;000,65;        78;000,15;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;206;Sant Cugat Sesgarrigues                           ;       712;       645;090,59;        67;009,41;         4;000,62;         2;000,31;       639;099,07;       641;099,38;        81;012,64;       233;036,35;       182;028,39;        49;007,64;        33;005,15;        50;007,80;         6;000,94;         4;000,62;         1;000,16;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;207;Sant Esteve de Palautordera                       ;     1.946;     1.776;091,26;       170;008,74;         5;000,28;        11;000,62;     1.760;099,10;     1.771;099,72;       121;006,83;       833;047,04;       498;028,12;        54;003,05;        51;002,88;       176;009,94;        20;001,13;         3;000,17;         4;000,23;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;208;Sant Esteve Sesrovires                            ;     5.829;     4.958;085,06;       871;014,94;        19;000,38;        24;000,48;     4.915;099,13;     4.939;099,62;     1.322;026,77;       787;015,93;     1.234;024,98;       675;013,67;       444;008,99;       211;004,27;       152;003,08;        76;001,54;        14;000,28;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;209;Sant Fost de Campsentelles                        ;     6.817;     5.556;081,50;     1.261;018,50;         8;000,14;        17;000,31;     5.531;099,55;     5.548;099,86;     1.578;028,44;       967;017,43;     1.251;022,55;       748;013,48;       469;008,45;       198;003,57;       259;004,67;        54;000,97;         7;000,13;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;210;Sant Feliu de Codines                             ;     4.492;     3.601;080,16;       891;019,84;        21;000,58;        24;000,67;     3.556;098,75;     3.580;099,42;       549;015,34;     1.209;033,77;     1.015;028,35;       264;007,37;       159;004,44;       248;006,93;        67;001,87;        35;000,98;        10;000,28;         0;000,00;         0;000,00;41;Vallès Oriental                         ;
08;211;Sant Feliu de Llobregat                           ;    33.414;    28.825;086,27;     4.589;013,73;       124;000,43;       105;000,36;    28.596;099,21;    28.701;099,57;     9.025;031,44;     3.477;012,11;     5.395;018,80;     5.227;018,21;     2.928;010,20;       927;003,23;     1.213;004,23;       324;001,13;        80;000,28;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;212;Sant Feliu Sasserra                               ;       490;       438;089,39;        52;010,61;         2;000,46;         3;000,68;       433;098,86;       436;099,54;        23;005,28;       239;054,82;       126;028,90;        13;002,98;         3;000,69;        18;004,13;        11;002,52;         0;000,00;         0;000,00;         0;000,00;         0;000,00;07;Bages                                   ;
08;213;Sant Fruitós de Bages                             ;     6.470;     5.475;084,62;       995;015,38;        14;000,26;        33;000,60;     5.428;099,14;     5.461;099,74;     1.020;018,68;     1.860;034,06;     1.384;025,34;       467;008,55;       316;005,79;       208;003,81;       129;002,36;        40;000,73;         4;000,07;         0;000,00;         0;000,00;07;Bages                                   ;
08;214;Vilassar de Dalt                                  ;     6.893;     5.964;086,52;       929;013,48;        15;000,25;        21;000,35;     5.928;099,40;     5.949;099,75;     1.042;017,52;     1.913;032,16;     1.591;026,74;       533;008,96;       312;005,24;       304;005,11;       188;003,16;        39;000,66;         6;000,10;         0;000,00;         0;000,00;21;Maresme                                 ;
08;215;Sant Hipòlit de Voltregà                          ;     2.575;     2.233;086,72;       342;013,28;         8;000,36;        15;000,67;     2.210;098,97;     2.225;099,64;       243;010,92;       980;044,04;       561;025,21;       183;008,22;        49;002,20;       133;005,98;        48;002,16;         9;000,40;         4;000,18;         0;000,00;         0;000,00;24;Osona                                   ;
08;216;Sant Jaume de Frontanyà                           ;        26;        23;088,46;         3;011,54;         0;000,00;         0;000,00;        23;100,00;        23;100,00;         1;004,35;         8;034,78;        10;043,48;         3;013,04;         0;000,00;         1;004,35;         0;000,00;         0;000,00;         0;000,00;         0;000,00;         0;000,00;14;Berguedà                                ;
08;217;Sant Joan Despí                                   ;    25.344;    21.792;085,98;     3.552;014,02;        61;000,28;        74;000,34;    21.657;099,38;    21.731;099,72;     6.886;031,69;     2.509;011,55;     3.689;016,98;     4.682;021,55;     2.253;010,37;       512;002,36;       809;003,72;       243;001,12;        74;000,34;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;218;Sant Joan de Vilatorrada                          ;     8.040;     6.763;084,12;     1.277;015,88;        35;000,52;        24;000,35;     6.704;099,13;     6.728;099,48;     1.742;025,89;     1.653;024,57;     1.467;021,80;       899;013,36;       485;007,21;       228;003,39;       178;002,65;        42;000,62;        10;000,15;         0;000,00;         0;000,00;07;Bages                                   ;
08;219;Vilassar de Mar                                   ;    15.566;    13.437;086,32;     2.129;013,68;        30;000,22;        57;000,42;    13.350;099,35;    13.407;099,78;     2.535;018,91;     4.109;030,65;     3.291;024,55;     1.354;010,10;       902;006,73;       701;005,23;       336;002,51;       100;000,75;        22;000,16;         0;000,00;         0;000,00;21;Maresme                                 ;
08;220;Sant Julià de Vilatorta                           ;     2.384;     2.220;093,12;       164;006,88;         2;000,09;        14;000,63;     2.204;099,28;     2.218;099,91;        99;004,46;     1.304;058,79;       585;026,38;        54;002,43;        34;001,53;       113;005,09;        13;000,59;         1;000,05;         1;000,05;         0;000,00;         0;000,00;24;Osona                                   ;
08;221;Sant Just Desvern                                 ;    12.517;    10.832;086,54;     1.685;013,46;        20;000,18;        42;000,39;    10.770;099,43;    10.812;099,82;     2.355;021,78;     2.713;025,09;     2.281;021,10;     1.578;014,59;       767;007,09;       558;005,16;       425;003,93;        78;000,72;        15;000,14;         0;000,00;         0;000,00;11;Baix Llobregat                          ;
08;222;Sant Llorenç d'Hortons                            ;     1.927;     1.678;087,08;       249;012,92;         3;000,18;         7;000,42;     1.668;099,40;     1.675;099,82;       278;016,60;       461;027,52;       509;030,39;       140;008,36;       117;006,99;       105;006,27;        38;002,27;        18;001,07;         2;000,12;         0;000,00;         0;000,00;03;Alt Penedès                             ;
08;223;Sant Llorenç Savall                               ;     1.852;     1.519;082,02;       333;017,98;         9;000,59;         7;000,46;     1.503;098,95;     1.510;099,41;       245;016,23;       478;031,66;       453;030,00;       104;006,89;        64;004,24;       119;007,88;        30;001,99;         9;000,60;         1;000,07;         0;000,00;         0;000,00;40;Vallès Occidental                       ;
08;224;Sant Martí de Centelles                           ;       855;       732;085,61;       123;014,39;         3;000,41;         2;000,27;       727;099,32;       729;099,59;       109;014,95;       261;035,80;       197;027,02;        52;007,13;        39;005,35;        51;007,00;         8;001,10;        10;001,37;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;225;Sant Martí d'Albars                               ;        92;        85;092,39;         7;007,61;         0;000,00;         2;002,35;        83;097,65;        85;100,00;         1;001,18;        54;063,53;        15;017,65;         1;001,18;         1;001,18;         7;008,24;         3;003,53;         1;001,18;         0;000,00;         0;000,00;         0;000,00;24;Osona                                   ;
08;226;Sant Martí de Tous                                ;       903;       829;091,81;        74;008,19;         1;000,12;         8;000,97;       820;098,91;       828;099,88;        61;007,37;       357;043,12;       254;030,68;        41;004,95;        28;003,38;        61;007,37;        16;001,93;         1;000,12;         1;000,12;         0;000,00;         0;000,00;06;Anoia                                   ;
08;227;Sant Martí Sarroca                                ;     2.400;     2.037;084,88;       363;015,13;        10;000,49;         6;000,29;     2.021;099,21;     2.027;099,51;       293;014,45;       747;036,85;       488;024,07;       158;007,79;        95;004,69;       165;008,14;        55;002,71;        19;000,94;         1;000,05;         0;000,00;         0;000,00;03;Alt Penedès                             ;
